"","id","altura","idade","peso","imc","sexo","escolaridade","profissao","fumante.f","fumante.n","salario","carros","filhos"
"17521",17521,1.53,29,56.33,24.06,"F","2º Grau","Exatas","não",0,3132.6,3,1
"17522",17522,1.36,29,49.59,26.81,"M","Mestrado","Humanas","sim",1,2459.08,2,0
"17523",17523,1.42,24,51.88,25.73,"M","Doutorado","Biológicas","sim",1,2687.81,3,2
"17524",17524,1.54,30,56.49,23.82,"F","Analfabeto","Humanas","sim",1,3149.16,3,0
"17525",17525,1.6,31,59.2,23.12,"M","3º Grau","Exatas","não",0,3419.91,1,1
"17526",17526,1.54,29,56.6,23.87,"F","1º Grau","Exatas","sim",1,3160.23,1,1
"17527",17527,1.35,29,48.85,26.8,"M","Doutorado","Humanas","sim",1,2384.99,3,0
"17528",17528,1.72,30,63.75,21.55,"M","Mestrado","Biológicas","não",0,3875.23,0,2
"17529",17529,1.37,32,49.95,26.61,"F","1º Grau","Exatas","não",0,2494.7,2,1
"17530",17530,1.6,28,59.17,23.11,"F","3º Grau","Humanas","não",0,3416.99,2,0
"17531",17531,1.47,27,53.83,24.91,"F","Analfabeto","Humanas","não",0,2882.68,2,0
"17532",17532,1.56,24,57.39,23.58,"M","1º Grau","Exatas","sim",1,3239.25,2,1
"17533",17533,1.44,29,52.59,25.36,"M","Doutorado","Exatas","não",0,2759.15,2,1
"17534",17534,1.26,30,45.58,28.71,"F","1º Grau","Biológicas","sim",1,2057.97,2,2
"17535",17535,1.3,24,46.96,27.79,"F","Doutorado","Biológicas","sim",1,2196.08,0,2
"17536",17536,1.5,27,54.89,24.4,"M","Mestrado","Biológicas","não",0,2989.04,1,2
"17537",17537,1.58,33,58.27,23.34,"M","Analfabeto","Humanas","não",0,3327.34,1,0
"17538",17538,1.61,28,59.42,22.92,"M","Analfabeto","Biológicas","não",0,3442.12,2,2
"17539",17539,1.31,30,47.37,27.6,"F","Analfabeto","Biológicas","não",0,2237.13,1,2
"17540",17540,1.53,27,56.1,23.97,"M","Mestrado","Exatas","não",0,3109.76,3,1
"17541",17541,1.43,28,52.11,25.48,"M","2º Grau","Biológicas","não",0,2710.64,0,2
"17542",17542,1.67,26,61.64,22.1,"F","2º Grau","Biológicas","não",0,3664.05,1,2
"17543",17543,1.36,26,49.57,26.8,"M","2º Grau","Biológicas","sim",1,2456.82,0,2
"17544",17544,1.54,30,56.41,23.79,"F","Analfabeto","Humanas","sim",1,3140.54,1,0
"17545",17545,1.61,30,59.44,22.93,"F","2º Grau","Biológicas","sim",1,3443.68,3,2
"17546",17546,1.51,27,55.25,24.23,"M","PósDoc","Humanas","não",0,3025.04,2,0
"17547",17547,1.63,26,60.03,22.59,"M","3º Grau","Exatas","não",0,3503.3,1,1
"17548",17548,1.5,24,55.01,24.45,"M","1º Grau","Exatas","sim",1,3001.35,0,1
"17549",17549,1.49,27,54.64,24.61,"F","Doutorado","Humanas","não",0,2963.56,3,0
"17550",17550,1.65,26,60.81,22.34,"F","PósDoc","Biológicas","não",0,3580.86,0,2
"17551",17551,1.22,28,43.81,29.43,"F","Mestrado","Exatas","não",0,1880.8,3,1
"17552",17552,1.44,29,52.55,25.34,"F","Mestrado","Exatas","sim",1,2754.52,3,1
"17553",17553,1.45,27,52.91,25.17,"M","1º Grau","Exatas","não",0,2791.13,1,1
"17554",17554,1.37,29,49.66,26.46,"M","Analfabeto","Humanas","não",0,2465.91,0,0
"17555",17555,1.52,29,55.89,24.19,"M","2º Grau","Humanas","sim",1,3089.16,3,0
"17556",17556,1.41,30,51.4,25.85,"F","Doutorado","Humanas","sim",1,2640.21,3,0
"17557",17557,1.32,26,47.9,27.49,"M","1º Grau","Humanas","sim",1,2290.19,1,0
"17558",17558,1.56,29,57.59,23.66,"M","1º Grau","Humanas","sim",1,3258.65,1,0
"17559",17559,1.52,28,55.84,24.17,"M","3º Grau","Biológicas","não",0,3083.67,2,2
"17560",17560,1.46,27,53.29,25,"M","3º Grau","Exatas","não",0,2829.29,3,1
"17561",17561,1.54,27,56.56,23.85,"F","Doutorado","Exatas","não",0,3155.98,3,1
"17562",17562,1.58,29,58.14,23.29,"M","3º Grau","Biológicas","não",0,3313.52,0,2
"17563",17563,1.7,29,62.88,21.76,"M","Analfabeto","Exatas","não",0,3787.81,3,1
"17564",17564,1.52,24,55.97,24.23,"M","PósDoc","Biológicas","sim",1,3096.81,0,2
"17565",17565,1.35,30,48.86,26.81,"M","2º Grau","Humanas","não",0,2385.74,1,0
"17566",17566,1.49,28,54.76,24.67,"F","3º Grau","Biológicas","sim",1,2975.87,3,2
"17567",17567,1.45,28,53.17,25.29,"M","2º Grau","Exatas","sim",1,2817.42,0,1
"17568",17568,1.44,29,52.67,25.4,"F","Doutorado","Biológicas","não",0,2767.22,2,2
"17569",17569,1.38,28,50.06,26.29,"F","PósDoc","Biológicas","sim",1,2505.57,2,2
"17570",17570,1.53,28,56.03,23.94,"M","Doutorado","Humanas","não",0,3103.4,1,0
"17571",17571,1.49,29,54.73,24.65,"F","Mestrado","Humanas","não",0,2972.99,3,0
"17572",17572,1.58,25,58.13,23.29,"F","Analfabeto","Humanas","sim",1,3312.81,0,0
"17573",17573,1.57,32,57.94,23.51,"M","Doutorado","Exatas","não",0,3294.26,3,1
"17574",17574,1.41,28,51.28,25.79,"M","3º Grau","Exatas","não",0,2628.32,1,1
"17575",17575,1.4,26,51.07,26.06,"F","1º Grau","Humanas","sim",1,2606.69,0,0
"17576",17576,1.45,29,53.19,25.3,"F","Analfabeto","Biológicas","não",0,2819.14,2,2
"17577",17577,1.48,27,54.12,24.71,"M","1º Grau","Exatas","não",0,2911.78,2,1
"17578",17578,1.69,28,62.47,21.87,"M","Doutorado","Biológicas","não",0,3747.09,0,2
"17579",17579,1.55,28,56.95,23.7,"M","2º Grau","Exatas","não",0,3194.81,2,1
"17580",17580,1.44,27,52.41,25.27,"M","PósDoc","Humanas","sim",1,2740.91,2,0
"17581",17581,1.64,28,60.6,22.53,"M","PósDoc","Humanas","não",0,3560.24,0,0
"17582",17582,1.63,28,60.28,22.69,"M","Doutorado","Exatas","sim",1,3527.66,1,1
"17583",17583,1.55,26,57.16,23.79,"M","Doutorado","Exatas","sim",1,3215.96,0,1
"17584",17584,1.53,29,56,23.92,"F","2º Grau","Exatas","sim",1,3100.37,1,1
"17585",17585,1.49,27,54.42,24.51,"M","3º Grau","Biológicas","sim",1,2942.12,0,2
"17586",17586,1.66,28,61.5,22.32,"M","3º Grau","Humanas","sim",1,3649.5,1,0
"17587",17587,1.56,24,57.58,23.66,"F","Analfabeto","Humanas","sim",1,3257.94,2,0
"17588",17588,1.34,29,48.57,27.05,"M","Analfabeto","Biológicas","sim",1,2356.94,2,2
"17589",17589,1.66,27,61.55,22.34,"M","Analfabeto","Biológicas","não",0,3654.86,3,2
"17590",17590,1.51,31,55.4,24.3,"F","Analfabeto","Biológicas","sim",1,3040.48,0,2
"17591",17591,1.45,31,53.19,25.3,"F","2º Grau","Humanas","não",0,2819.16,2,0
"17592",17592,1.47,27,53.68,24.84,"M","3º Grau","Humanas","sim",1,2868.3,1,0
"17593",17593,1.55,26,56.83,23.65,"M","Doutorado","Biológicas","não",0,3183.18,2,2
"17594",17594,1.52,27,55.74,24.13,"M","2º Grau","Biológicas","não",0,3073.93,2,2
"17595",17595,1.57,29,57.87,23.48,"M","1º Grau","Humanas","sim",1,3287.05,3,0
"17596",17596,1.59,30,58.42,23.11,"M","2º Grau","Exatas","não",0,3341.57,3,1
"17597",17597,1.45,27,52.87,25.15,"M","3º Grau","Biológicas","sim",1,2786.93,2,2
"17598",17598,1.68,27,62.21,22.04,"F","Mestrado","Humanas","não",0,3720.58,1,0
"17599",17599,1.36,29,49.28,26.64,"M","Mestrado","Humanas","não",0,2428.46,0,0
"17600",17600,1.57,28,57.72,23.42,"M","1º Grau","Biológicas","sim",1,3272.37,0,2
"17601",17601,1.58,27,58.26,23.34,"M","Doutorado","Biológicas","não",0,3326.33,2,2
"17602",17602,1.45,26,53.12,25.27,"F","2º Grau","Biológicas","sim",1,2812.49,2,2
"17603",17603,1.5,30,54.97,24.43,"M","1º Grau","Humanas","não",0,2997.45,2,0
"17604",17604,1.28,28,46.22,28.21,"M","Doutorado","Humanas","não",0,2122.17,2,0
"17605",17605,1.45,27,52.8,25.11,"M","2º Grau","Exatas","não",0,2780.03,0,1
"17606",17606,1.43,31,52.07,25.46,"M","PósDoc","Humanas","sim",1,2707.48,0,0
"17607",17607,1.45,31,52.82,25.12,"M","Mestrado","Biológicas","não",0,2781.59,0,2
"17608",17608,1.5,26,54.9,24.4,"F","1º Grau","Exatas","não",0,2990.39,0,1
"17609",17609,1.49,28,54.73,24.65,"M","Doutorado","Exatas","sim",1,2973.46,2,1
"17610",17610,1.48,27,54.25,24.77,"M","Doutorado","Humanas","não",0,2925.08,1,0
"17611",17611,1.49,25,54.58,24.58,"M","3º Grau","Exatas","não",0,2958.26,2,1
"17612",17612,1.53,30,56.22,24.02,"M","Analfabeto","Exatas","não",0,3121.88,0,1
"17613",17613,1.59,28,58.56,23.16,"M","2º Grau","Exatas","sim",1,3356.02,1,1
"17614",17614,1.45,25,52.84,25.13,"M","3º Grau","Humanas","não",0,2783.99,0,0
"17615",17615,1.42,27,51.99,25.78,"M","Mestrado","Humanas","não",0,2698.88,1,0
"17616",17616,1.5,28,55.2,24.53,"M","2º Grau","Biológicas","não",0,3019.85,0,2
"17617",17617,1.54,28,56.7,23.91,"M","Analfabeto","Biológicas","sim",1,3170,0,2
"17618",17618,1.59,23,58.7,23.22,"F","Doutorado","Exatas","não",0,3369.99,0,1
"17619",17619,1.55,23,56.9,23.68,"M","PósDoc","Exatas","não",0,3189.66,1,1
"17620",17620,1.57,24,57.64,23.38,"F","Mestrado","Exatas","não",0,3264.28,3,1
"17621",17621,1.49,25,54.69,24.63,"F","PósDoc","Exatas","não",0,2969.5,2,1
"17622",17622,1.48,25,54.13,24.71,"F","Doutorado","Exatas","sim",1,2913.19,0,1
"17623",17623,1.29,27,46.67,28.05,"M","Mestrado","Exatas","não",0,2166.7,2,1
"17624",17624,1.46,29,53.23,24.97,"F","3º Grau","Biológicas","não",0,2823.22,1,2
"17625",17625,1.65,26,61.2,22.48,"M","Doutorado","Biológicas","sim",1,3619.5,1,2
"17626",17626,1.44,26,52.58,25.36,"M","PósDoc","Humanas","não",0,2758.28,1,0
"17627",17627,1.65,27,61.12,22.45,"F","3º Grau","Exatas","não",0,3612.26,3,1
"17628",17628,1.43,27,52.38,25.61,"M","3º Grau","Exatas","não",0,2738.13,3,1
"17629",17629,1.42,25,51.9,25.74,"F","3º Grau","Biológicas","não",0,2690.46,2,2
"17630",17630,1.56,32,57.48,23.62,"M","PósDoc","Humanas","não",0,3247.95,1,0
"17631",17631,1.61,25,59.46,22.94,"F","3º Grau","Exatas","não",0,3445.76,2,1
"17632",17632,1.59,25,58.59,23.18,"F","2º Grau","Humanas","sim",1,3358.66,0,0
"17633",17633,1.65,25,61.11,22.45,"F","PósDoc","Humanas","não",0,3610.59,1,0
"17634",17634,1.57,31,57.93,23.5,"M","2º Grau","Biológicas","sim",1,3293.18,1,2
"17635",17635,1.31,26,47.25,27.53,"M","Mestrado","Biológicas","não",0,2225.04,2,2
"17636",17636,1.64,29,60.74,22.58,"F","Mestrado","Biológicas","sim",1,3574.19,0,2
"17637",17637,1.58,25,58.23,23.33,"M","3º Grau","Exatas","sim",1,3323.11,1,1
"17638",17638,1.48,28,54.3,24.79,"F","Mestrado","Biológicas","não",0,2929.81,3,2
"17639",17639,1.52,27,55.86,24.18,"F","3º Grau","Biológicas","não",0,3086.47,1,2
"17640",17640,1.55,27,56.85,23.66,"M","Mestrado","Humanas","sim",1,3185.13,0,0
"17641",17641,1.58,25,58.05,23.25,"M","Mestrado","Biológicas","sim",1,3304.81,2,2
"17642",17642,1.55,29,56.86,23.67,"M","Mestrado","Humanas","sim",1,3186.45,1,0
"17643",17643,1.29,28,46.66,28.04,"F","2º Grau","Biológicas","não",0,2165.96,3,2
"17644",17644,1.53,28,56.28,24.04,"M","Analfabeto","Humanas","não",0,3127.5,1,0
"17645",17645,1.56,31,57.52,23.64,"M","1º Grau","Biológicas","não",0,3251.98,1,2
"17646",17646,1.45,32,53.18,25.29,"M","2º Grau","Exatas","não",0,2817.67,1,1
"17647",17647,1.42,26,51.88,25.73,"M","1º Grau","Exatas","não",0,2688.41,0,1
"17648",17648,1.56,28,57.31,23.55,"F","1º Grau","Biológicas","sim",1,3230.9,0,2
"17649",17649,1.43,26,52.26,25.56,"F","3º Grau","Exatas","sim",1,2726.32,3,1
"17650",17650,1.43,28,52.24,25.55,"M","Analfabeto","Exatas","não",0,2723.94,2,1
"17651",17651,1.37,27,49.72,26.49,"M","3º Grau","Humanas","não",0,2472.27,1,0
"17652",17652,1.65,29,60.84,22.35,"F","3º Grau","Humanas","não",0,3584.09,1,0
"17653",17653,1.59,30,58.55,23.16,"M","Mestrado","Biológicas","não",0,3354.84,3,2
"17654",17654,1.65,30,61.03,22.42,"M","Doutorado","Biológicas","não",0,3603.02,3,2
"17655",17655,1.5,28,54.99,24.44,"F","Analfabeto","Exatas","não",0,2998.95,2,1
"17656",17656,1.49,28,54.57,24.58,"M","1º Grau","Exatas","sim",1,2957,3,1
"17657",17657,1.54,27,56.68,23.9,"M","Doutorado","Biológicas","não",0,3168.49,2,2
"17658",17658,1.41,31,51.41,25.86,"M","1º Grau","Humanas","não",0,2641.08,2,0
"17659",17659,1.4,29,50.86,25.95,"M","Analfabeto","Biológicas","sim",1,2586.48,3,2
"17660",17660,1.41,28,51.59,25.95,"F","Doutorado","Humanas","sim",1,2658.84,1,0
"17661",17661,1.49,27,54.45,24.53,"M","PósDoc","Humanas","não",0,2945.36,0,0
"17662",17662,1.5,25,55.06,24.47,"M","Doutorado","Exatas","não",0,3005.62,0,1
"17663",17663,1.46,25,53.45,25.08,"F","PósDoc","Humanas","sim",1,2845.05,1,0
"17664",17664,1.65,29,61.09,22.44,"F","Doutorado","Humanas","não",0,3608.67,2,0
"17665",17665,1.66,25,61.58,22.35,"M","Mestrado","Exatas","não",0,3658.46,2,1
"17666",17666,1.61,27,59.24,22.85,"M","1º Grau","Exatas","não",0,3424.34,0,1
"17667",17667,1.51,28,55.39,24.29,"F","2º Grau","Exatas","sim",1,3038.91,1,1
"17668",17668,1.46,30,53.26,24.99,"M","1º Grau","Humanas","não",0,2826.24,1,0
"17669",17669,1.53,25,56.4,24.09,"M","2º Grau","Biológicas","sim",1,3139.72,3,2
"17670",17670,1.5,30,54.91,24.4,"M","1º Grau","Exatas","não",0,2991.35,2,1
"17671",17671,1.67,29,62,22.23,"F","PósDoc","Exatas","não",0,3699.6,1,1
"17672",17672,1.51,32,55.53,24.35,"M","Doutorado","Biológicas","não",0,3053.28,1,2
"17673",17673,1.46,24,53.26,24.99,"F","2º Grau","Exatas","não",0,2825.94,1,1
"17674",17674,1.33,27,48.31,27.31,"F","PósDoc","Exatas","sim",1,2330.73,2,1
"17675",17675,1.6,26,58.88,23,"M","2º Grau","Exatas","sim",1,3388,0,1
"17676",17676,1.39,26,50.62,26.2,"M","PósDoc","Humanas","não",0,2561.7,2,0
"17677",17677,1.48,30,54.2,24.74,"M","Doutorado","Exatas","sim",1,2919.95,0,1
"17678",17678,1.48,27,54.22,24.75,"M","Analfabeto","Humanas","sim",1,2922.31,3,0
"17679",17679,1.54,27,56.57,23.85,"F","3º Grau","Humanas","sim",1,3156.5,2,0
"17680",17680,1.59,29,58.75,23.24,"F","3º Grau","Exatas","sim",1,3375.13,2,1
"17681",17681,1.41,23,51.21,25.76,"F","Analfabeto","Exatas","não",0,2621.03,1,1
"17682",17682,1.62,27,59.83,22.8,"M","PósDoc","Exatas","sim",1,3482.92,2,1
"17683",17683,1.6,27,59.1,23.09,"F","Mestrado","Humanas","sim",1,3409.88,2,0
"17684",17684,1.5,31,55.02,24.45,"M","PósDoc","Exatas","não",0,3001.77,0,1
"17685",17685,1.62,29,59.63,22.72,"F","1º Grau","Exatas","sim",1,3463.32,3,1
"17686",17686,1.53,30,56.37,24.08,"M","3º Grau","Exatas","não",0,3136.64,2,1
"17687",17687,1.32,25,47.99,27.54,"M","3º Grau","Biológicas","sim",1,2298.64,0,2
"17688",17688,1.56,27,57.41,23.59,"F","1º Grau","Biológicas","não",0,3241.28,1,2
"17689",17689,1.37,26,49.85,26.56,"F","Mestrado","Exatas","não",0,2485.26,2,1
"17690",17690,1.26,29,45.25,28.5,"F","2º Grau","Biológicas","não",0,2025.22,0,2
"17691",17691,1.53,28,56.05,23.94,"M","Doutorado","Exatas","não",0,3104.63,1,1
"17692",17692,1.42,28,51.99,25.78,"F","2º Grau","Biológicas","sim",1,2698.86,1,2
"17693",17693,1.53,28,56.39,24.09,"M","Analfabeto","Exatas","sim",1,3139.18,0,1
"17694",17694,1.49,28,54.72,24.65,"F","1º Grau","Humanas","sim",1,2972.37,0,0
"17695",17695,1.64,31,60.73,22.58,"F","2º Grau","Humanas","não",0,3572.71,0,0
"17696",17696,1.5,32,54.89,24.4,"F","Analfabeto","Exatas","sim",1,2989.48,2,1
"17697",17697,1.48,29,54.12,24.71,"M","2º Grau","Biológicas","sim",1,2912.41,1,2
"17698",17698,1.49,28,54.72,24.65,"M","3º Grau","Humanas","sim",1,2972.5,2,0
"17699",17699,1.52,28,55.99,24.23,"F","Analfabeto","Biológicas","não",0,3098.99,0,2
"17700",17700,1.41,28,51.37,25.84,"M","3º Grau","Humanas","sim",1,2637.02,0,0
"17701",17701,1.52,26,55.62,24.07,"M","3º Grau","Biológicas","não",0,3061.83,0,2
"17702",17702,1.41,32,51.35,25.83,"F","1º Grau","Exatas","não",0,2635.26,2,1
"17703",17703,1.37,29,49.98,26.63,"F","Mestrado","Humanas","não",0,2497.84,1,0
"17704",17704,1.34,27,48.77,27.16,"M","3º Grau","Humanas","sim",1,2376.65,3,0
"17705",17705,1.45,29,53,25.21,"M","Doutorado","Exatas","não",0,2799.87,1,1
"17706",17706,1.56,29,57.27,23.53,"M","Analfabeto","Biológicas","não",0,3227.18,2,2
"17707",17707,1.62,26,59.65,22.73,"M","2º Grau","Humanas","não",0,3465.01,1,0
"17708",17708,1.4,27,50.81,25.92,"F","PósDoc","Humanas","não",0,2580.9,3,0
"17709",17709,1.53,29,56.12,23.97,"F","2º Grau","Humanas","sim",1,3111.8,2,0
"17710",17710,1.48,29,54.12,24.71,"F","Mestrado","Humanas","não",0,2911.55,1,0
"17711",17711,1.29,31,46.61,28.01,"M","PósDoc","Biológicas","não",0,2161.25,3,2
"17712",17712,1.38,27,50.13,26.32,"M","1º Grau","Biológicas","não",0,2513.06,2,2
"17713",17713,1.43,29,52.06,25.46,"M","PósDoc","Exatas","não",0,2705.85,0,1
"17714",17714,1.51,29,55.34,24.27,"M","2º Grau","Humanas","sim",1,3033.53,0,0
"17715",17715,1.51,29,55.34,24.27,"M","1º Grau","Exatas","sim",1,3033.97,2,1
"17716",17716,1.41,27,51.31,25.81,"F","3º Grau","Exatas","não",0,2630.92,2,1
"17717",17717,1.57,32,57.95,23.51,"F","PósDoc","Biológicas","sim",1,3295.03,2,2
"17718",17718,1.45,29,52.98,25.2,"F","2º Grau","Humanas","não",0,2797.6,2,0
"17719",17719,1.43,28,52.13,25.49,"M","Mestrado","Biológicas","não",0,2712.74,1,2
"17720",17720,1.55,25,56.92,23.69,"F","Mestrado","Biológicas","não",0,3191.67,2,2
"17721",17721,1.47,25,53.7,24.85,"M","1º Grau","Biológicas","sim",1,2870.31,2,2
"17722",17722,1.51,27,55.38,24.29,"M","2º Grau","Exatas","não",0,3038.25,1,1
"17723",17723,1.64,30,60.46,22.48,"F","1º Grau","Humanas","sim",1,3545.52,0,0
"17724",17724,1.5,30,55.18,24.52,"F","Doutorado","Humanas","não",0,3018.4,2,0
"17725",17725,1.4,27,51.04,26.04,"M","1º Grau","Biológicas","sim",1,2604.36,2,2
"17726",17726,1.48,26,54.22,24.75,"F","Analfabeto","Humanas","não",0,2922.16,0,0
"17727",17727,1.46,28,53.46,25.08,"M","Mestrado","Humanas","não",0,2846.49,1,0
"17728",17728,1.4,27,51.13,26.09,"M","Analfabeto","Biológicas","não",0,2613.38,3,2
"17729",17729,1.31,28,47.26,27.54,"F","2º Grau","Humanas","não",0,2225.51,2,0
"17730",17730,1.6,30,59.17,23.11,"M","1º Grau","Biológicas","não",0,3417.3,0,2
"17731",17731,1.52,28,55.62,24.07,"F","3º Grau","Exatas","sim",1,3061.69,0,1
"17732",17732,1.42,25,51.86,25.72,"M","Doutorado","Exatas","sim",1,2686.23,0,1
"17733",17733,1.42,27,51.65,25.61,"M","3º Grau","Biológicas","não",0,2664.54,2,2
"17734",17734,1.24,27,44.47,28.92,"M","PósDoc","Humanas","sim",1,1946.5,2,0
"17735",17735,1.55,29,56.93,23.7,"M","PósDoc","Exatas","sim",1,3192.89,2,1
"17736",17736,1.64,27,60.48,22.49,"M","Doutorado","Exatas","não",0,3548.01,3,1
"17737",17737,1.25,27,44.98,28.79,"F","1º Grau","Exatas","não",0,1997.93,0,1
"17738",17738,1.37,27,49.81,26.54,"M","1º Grau","Biológicas","sim",1,2481.11,3,2
"17739",17739,1.47,27,53.65,24.83,"F","PósDoc","Exatas","sim",1,2864.87,0,1
"17740",17740,1.6,24,58.87,23,"M","PósDoc","Exatas","não",0,3386.87,0,1
"17741",17741,1.35,26,48.81,26.78,"M","3º Grau","Exatas","não",0,2380.9,2,1
"17742",17742,1.54,27,56.64,23.88,"M","Doutorado","Exatas","sim",1,3164.14,2,1
"17743",17743,1.48,26,54.06,24.68,"M","PósDoc","Humanas","sim",1,2905.81,0,0
"17744",17744,1.56,32,57.36,23.57,"M","3º Grau","Exatas","sim",1,3235.76,2,1
"17745",17745,1.41,24,51.33,25.82,"F","2º Grau","Exatas","sim",1,2633.29,1,1
"17746",17746,1.56,28,57.36,23.57,"M","Mestrado","Biológicas","sim",1,3235.53,0,2
"17747",17747,1.41,29,51.33,25.82,"F","Doutorado","Biológicas","sim",1,2632.68,0,2
"17748",17748,1.56,26,57.44,23.6,"M","Doutorado","Humanas","sim",1,3243.52,0,0
"17749",17749,1.45,27,52.8,25.11,"M","3º Grau","Exatas","não",0,2780.23,2,1
"17750",17750,1.68,31,62.03,21.98,"F","Mestrado","Biológicas","não",0,3703.1,3,2
"17751",17751,1.51,29,55.28,24.24,"M","1º Grau","Biológicas","não",0,3027.59,0,2
"17752",17752,1.54,28,56.58,23.86,"F","Doutorado","Humanas","não",0,3158.18,1,0
"17753",17753,1.41,29,51.45,25.88,"M","PósDoc","Humanas","sim",1,2644.93,0,0
"17754",17754,1.45,25,52.87,25.15,"F","1º Grau","Humanas","não",0,2787.31,2,0
"17755",17755,1.35,28,48.82,26.79,"M","Mestrado","Exatas","não",0,2381.95,2,1
"17756",17756,1.62,27,59.8,22.79,"F","3º Grau","Biológicas","não",0,3479.65,2,2
"17757",17757,1.4,30,50.95,25.99,"F","Doutorado","Exatas","não",0,2595.33,2,1
"17758",17758,1.48,26,54.24,24.76,"M","2º Grau","Exatas","não",0,2923.92,0,1
"17759",17759,1.42,23,51.8,25.69,"F","3º Grau","Exatas","não",0,2680.21,2,1
"17760",17760,1.58,24,58.22,23.32,"F","Mestrado","Humanas","não",0,3322.33,3,0
"17761",17761,1.55,22,57.12,23.78,"F","Doutorado","Humanas","não",0,3211.92,2,0
"17762",17762,1.63,29,60.25,22.68,"M","Analfabeto","Biológicas","sim",1,3525.5,1,2
"17763",17763,1.48,28,54.27,24.78,"M","2º Grau","Humanas","não",0,2926.84,2,0
"17764",17764,1.5,27,54.93,24.41,"F","3º Grau","Humanas","sim",1,2992.89,1,0
"17765",17765,1.6,32,58.89,23,"F","3º Grau","Exatas","sim",1,3388.88,2,1
"17766",17766,1.44,25,52.68,25.41,"M","PósDoc","Biológicas","sim",1,2767.59,1,2
"17767",17767,1.42,27,51.67,25.62,"F","Mestrado","Biológicas","não",0,2666.5,2,2
"17768",17768,1.42,26,51.84,25.71,"F","3º Grau","Exatas","não",0,2683.68,3,1
"17769",17769,1.48,27,54.02,24.66,"M","Analfabeto","Biológicas","sim",1,2902.35,0,2
"17770",17770,1.53,30,56.31,24.05,"M","3º Grau","Humanas","não",0,3130.9,2,0
"17771",17771,1.51,27,55.4,24.3,"M","PósDoc","Biológicas","não",0,3039.52,1,2
"17772",17772,1.57,27,57.67,23.4,"F","PósDoc","Humanas","sim",1,3267.26,3,0
"17773",17773,1.65,21,61.18,22.47,"M","PósDoc","Humanas","não",0,3617.62,2,0
"17774",17774,1.39,27,50.55,26.16,"M","Mestrado","Humanas","não",0,2554.9,0,0
"17775",17775,1.54,31,56.56,23.85,"M","3º Grau","Humanas","sim",1,3156.1,2,0
"17776",17776,1.62,27,59.74,22.76,"F","PósDoc","Biológicas","não",0,3474.22,2,2
"17777",17777,1.51,34,55.44,24.31,"F","Analfabeto","Humanas","não",0,3043.58,3,0
"17778",17778,1.87,24,69.63,19.91,"M","PósDoc","Exatas","sim",1,4462.85,0,1
"17779",17779,1.6,28,58.83,22.98,"F","2º Grau","Humanas","sim",1,3382.63,2,0
"17780",17780,1.45,31,53.19,25.3,"F","2º Grau","Biológicas","não",0,2819.35,0,2
"17781",17781,1.46,25,53.56,25.13,"F","Analfabeto","Humanas","sim",1,2856.35,3,0
"17782",17782,1.38,27,50.2,26.36,"M","Doutorado","Humanas","não",0,2519.9,0,0
"17783",17783,1.57,28,57.63,23.38,"M","2º Grau","Biológicas","não",0,3262.69,2,2
"17784",17784,1.38,28,50.26,26.39,"F","Mestrado","Humanas","não",0,2525.52,3,0
"17785",17785,1.34,31,48.45,26.98,"F","Analfabeto","Biológicas","não",0,2345.45,2,2
"17786",17786,1.39,28,50.5,26.14,"F","Mestrado","Biológicas","não",0,2549.66,1,2
"17787",17787,1.48,29,54.28,24.78,"M","2º Grau","Biológicas","não",0,2928.48,2,2
"17788",17788,1.54,26,56.52,23.83,"F","PósDoc","Exatas","não",0,3152.22,0,1
"17789",17789,1.45,29,52.99,25.2,"M","Analfabeto","Exatas","sim",1,2799.41,0,1
"17790",17790,1.36,26,49.3,26.65,"M","3º Grau","Humanas","sim",1,2430.3,2,0
"17791",17791,1.37,24,49.73,26.5,"F","PósDoc","Humanas","não",0,2472.62,2,0
"17792",17792,1.46,30,53.25,24.98,"M","Mestrado","Humanas","sim",1,2825.02,1,0
"17793",17793,1.61,29,59.33,22.89,"M","3º Grau","Biológicas","não",0,3433.29,2,2
"17794",17794,1.67,28,62,22.23,"M","Mestrado","Humanas","não",0,3699.58,1,0
"17795",17795,1.47,29,53.64,24.82,"F","PósDoc","Biológicas","não",0,2864.36,2,2
"17796",17796,1.43,26,52.33,25.59,"F","Mestrado","Humanas","não",0,2732.78,2,0
"17797",17797,1.52,30,55.76,24.13,"M","PósDoc","Humanas","não",0,3076.13,2,0
"17798",17798,1.56,28,57.29,23.54,"F","2º Grau","Humanas","sim",1,3229.37,1,0
"17799",17799,1.33,27,48.15,27.22,"F","3º Grau","Humanas","não",0,2315.06,0,0
"17800",17800,1.6,29,58.81,22.97,"M","Mestrado","Humanas","sim",1,3381.25,2,0
"17801",17801,1.44,31,52.76,25.44,"F","Doutorado","Humanas","sim",1,2776.49,3,0
"17802",17802,1.47,30,53.9,24.94,"F","3º Grau","Exatas","sim",1,2889.95,2,1
"17803",17803,1.65,28,60.97,22.39,"M","2º Grau","Exatas","não",0,3596.62,3,1
"17804",17804,1.38,23,50.01,26.26,"F","Doutorado","Biológicas","não",0,2501.14,0,2
"17805",17805,1.67,28,61.62,22.09,"M","Mestrado","Humanas","não",0,3661.69,2,0
"17806",17806,1.53,27,56.3,24.05,"F","1º Grau","Humanas","não",0,3130.36,3,0
